0|56|93|9.49903872628564|7.17739037642542|quickly ironically along nag
2|68|93|8.782875514013677|1.0033049467510613|hockeyplayers lime pending red
11|52|7|6.65433503053322|5.704624131398828|maroon permanent
12|78|47|9.869392241435197|5.070203465546608|blush white cornsilk multipliers
13|44|34|8.525750236247944|8.949508267243107|sheaves deposits
14|76|45|7.462319821751593|2.8451721972007418|red gifts bravely
16|25|62|8.424877630675681|5.521967426505068|xray outside
17|50|60|5.22922557863475|6.282012348841208|azure past
18|32|5|8.087406411523204|9.017652476399094|during regular
19|14|81|7.420518359403603|4.675500888833424|promise excuses almond platelets
22|50|62|6.285562866172229|3.5574322773043168|cornsilk forest rosy deep
23|91|51|7.45915807841926|8.810065910864859|blush maroon
27|10|26|8.207823725383387|1.8602184857220816|pending insteadof steel
28|92|32|6.262046637732151|0.7006150405635558|ivory permanently somas affix
29|15|10|4.964807156023294|0.23171180119751944|ruthlessly realms platelets
30|56|28|7.311126636890007|6.649751499671743|frays thrash almond
31|71|14|9.742560659110804|7.262838118865895|quickly beige
32|97|60|6.919357772270254|1.5955879780538584|sly sleep
33|5|3|9.455336427248557|9.51036150726703|impress cream braids
37|92|31|9.807565153802223|7.744029457909939|unusual platelets pains unwind
42|90|40|8.788672802662763|0.4263107234064101|careful brave
43|52|46|9.350194913033326|2.3854058327892047|poach quietly
44|32|58|9.418634209150268|0.9341637852761142|blush daringly asymptotes waters
45|58|85|5.335880142637311|4.726794641173786|past green
49|97|0|8.08270764044629|9.503215336999364|bisque even
50|35|5|6.745471722773836|1.4220796772897504|fluffy close deep permanently
52|34|9|6.896725950711859|0.704469152392242|fluffily misty sheaves cornflower
53|60|60|7.164908545776726|2.2867669221473816|within foxes tithes engage
57|68|71|9.092681079210779|3.096279392747273|tithes carefully plum
58|83|91|7.508564718205649|7.6336610046852|yellow permanently
60|31|16|6.120209757305397|7.69326129425976|sienna turquoise
68|46|79|8.990740536508838|1.1909799068360827|navy coral integrate drab
69|70|19|9.146557760646273|9.318635906099784|somas navajo frosted
70|74|88|8.153366251465927|4.7815105922471925|besides about finally peru
71|45|25|6.1975694071213185|2.7246982695997057|regularly almond daring
73|76|46|5.862251377578652|6.978632295075067|closely ruthlessly papaya xray
75|66|73|9.95483853704998|0.34671267520161253|orbits fluffily courts epitaphs
77|91|28|9.885980473673037|2.800786010376255|instructions kindle moccasin detect
81|91|84|8.904409293598157|1.6029246163004873|brown honeydew forest indian
83|7|18|8.554917827508657|4.79070077558546|throughout cornsilk violet
85|48|63|4.80098203657835|8.013661618355558|misty sauternes solve
86|70|30|8.390497675002052|4.370919087693778|escapades outside dependencies midnight
88|85|67|8.144500317423084|9.271296783229584|dazzle realms
89|52|43|7.3672003477406705|2.966947442326858|quick wheat fluffily
93|13|95|8.830058268683588|3.435206765906319|enticingly royal across
94|72|67|8.030680134522612|6.0180982728995644|among smoke
95|65|91|9.836013639619335|9.168237958652096|beyond permanently thin
96|91|6|7.616268497262113|2.474433337168014|burnished goldenrod olive khaki
97|38|46|9.090078672624513|4.00138235919678|theodolites grow
100|43|58|9.635312165718446|7.8849505550358625|peru ruthlessly cream lemon
101|66|8|7.157125820176958|9.582361814334625|besides unusual
103|77|77|9.112546466547144|6.189979908862724|platelets engage ironically believe
104|13|6|5.655870624573192|9.169569652329507|sienna upon
105|32|88|5.188986724640998|3.2704621316832494|metallic lemon red except
107|78|84|6.226466311403335|6.904168967853678|drab misty
109|68|30|5.024927555006969|1.1235557810797403|closely solve frays beyond
110|70|7|8.981833688179472|7.349561409479566|even ruthlessly
111|35|16|8.62770087460075|0.0474292659897535|floral cornsilk
112|40|79|8.412772737797367|9.782258176540887|grey furiously
113|19|99|9.371376052785134|3.964701374207996|thrash across excuses cajole
114|80|1|7.331336202143532|7.314134824671785|blush quietly doze
117|60|42|9.521393199819656|6.686982751845997|escapades believe
119|42|82|8.601158746502206|6.591903985890248|sentiments braids evenly
122|27|29|7.413311948569053|0.24724368085296988|misty thistle
123|90|88|5.5227000781218125|8.370180863043412|gifts dogged
124|38|79|6.727805166221803|2.0663674399971432|grouches wheat seashell idly
125|93|1|8.71791673601158|6.174127124800716|beyond throughout honeydew somas
